sample_alias	file_stable_id	archive_ebi_fullpath
gonl-8d	EGAF00000513660	/fire/A/ega/vol1/EGAR00001189678/fastq/110526_I481_FCB062CABXX_L1_HUMsnrRAEDIAAPE_2.fq.gz.gpg
gonl-9a	EGAF00000515441	/fire/A/ega/vol1/EGAR00001189974/fastq/101107_I237_FC80E9VABXX_L2_HUMhxsRHPDIAAPE_1.fq.gz.gpg
gonl-9a	EGAF00000515442	/fire/A/ega/vol1/EGAR00001189974/fastq/101107_I237_FC80E9VABXX_L2_HUMhxsRHPDIAAPE_2.fq.gz.gpg
gonl-9a	EGAF00000515443	/fire/A/ega/vol1/EGAR00001189974/fastq/101109_I198_FC80E4FABXX_L5_HUMhxsRHPDIABPE_1.fq.gz.gpg
gonl-9a	EGAF00000515444	/fire/A/ega/vol1/EGAR00001189974/fastq/101109_I198_FC80E4FABXX_L5_HUMhxsRHPDIABPE_2.fq.gz.gpg
gonl-9a	EGAF00000515445	/fire/A/ega/vol1/EGAR00001189974/fastq/101107_I282_FC80FD6ABXX_L2_HUMhxsRHPDIBAPE_1.fq.gz.gpg
gonl-9a	EGAF00000515446	/fire/A/ega/vol1/EGAR00001189974/fastq/101107_I282_FC80FD6ABXX_L2_HUMhxsRHPDIBAPE_2.fq.gz.gpg
gonl-9b	EGAF00000515447	/fire/A/ega/vol1/EGAR00001189975/fastq/101107_I237_FC80E9VABXX_L3_HUMhxsRHQDIAAPE_1.fq.gz.gpg
gonl-9b	EGAF00000515448	/fire/A/ega/vol1/EGAR00001189975/fastq/101107_I237_FC80E9VABXX_L3_HUMhxsRHQDIAAPE_2.fq.gz.gpg
gonl-9b	EGAF00000515449	/fire/A/ega/vol1/EGAR00001189975/fastq/101109_I198_FC80E4FABXX_L6_HUMhxsRHQDIABPE_1.fq.gz.gpg
gonl-9b	EGAF00000515450	/fire/A/ega/vol1/EGAR00001189975/fastq/101109_I198_FC80E4FABXX_L6_HUMhxsRHQDIABPE_2.fq.gz.gpg
gonl-9b	EGAF00000515451	/fire/A/ega/vol1/EGAR00001189975/fastq/101107_I282_FC80FD6ABXX_L3_HUMhxsRHQDIBAPE_1.fq.gz.gpg
gonl-9b	EGAF00000515452	/fire/A/ega/vol1/EGAR00001189975/fastq/101107_I282_FC80FD6ABXX_L3_HUMhxsRHQDIBAPE_2.fq.gz.gpg
gonl-9c	EGAF00000515453	/fire/A/ega/vol1/EGAR00001189976/fastq/101109_I198_FC80E4FABXX_L7_HUMhxsRHRDIABPE_1.fq.gz.gpg
gonl-9c	EGAF00000515454	/fire/A/ega/vol1/EGAR00001189976/fastq/101109_I198_FC80E4FABXX_L7_HUMhxsRHRDIABPE_2.fq.gz.gpg
gonl-9c	EGAF00000515455	/fire/A/ega/vol1/EGAR00001189976/fastq/101107_I282_FC80FD6ABXX_L4_HUMhxsRHRDIBAPE_1.fq.gz.gpg
gonl-9c	EGAF00000515456	/fire/A/ega/vol1/EGAR00001189976/fastq/101107_I282_FC80FD6ABXX_L4_HUMhxsRHRDIBAPE_2.fq.gz.gpg
gonl-9c	EGAF00000515457	/fire/A/ega/vol1/EGAR00001189976/fastq/101111_I295_FC80AKTABXX_L8_HUMhxsRHRDICAPE_1.fq.gz.gpg
gonl-9c	EGAF00000515458	/fire/A/ega/vol1/EGAR00001189976/fastq/101111_I295_FC80AKTABXX_L8_HUMhxsRHRDICAPE_2.fq.gz.gpg
